Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,processArgs,process:args,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,System,system,java.lang.System,system,setProperty,set:property
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,processArgs,process:args,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,assignments.util.mainArgs.ClientArgsProcessor,client:args:processor,assignments.util.mainArgs.ClientArgsProcessor,client:args:processor,getHeadless,get:headless
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,processArgs,process:args,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,getRegistryHost,get:registry:host
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,processArgs,process:args,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,getRegistryPort,get:registry:port
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,processArgs,process:args,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,assignments.util.mainArgs.ServerArgsProcessor,server:args:processor,getGIPCServerPort,get:server:port
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,registerClientGIPC,register:client,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,java.util.List,list,java.util.List,list,add,add
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,registerClientGIPC,register:client,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,registerClientGIPC,register:client,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,registerClientGIPC,register:client,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
server.remote.ServerRemoteObjectGIPC,server:remote:object,@@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags,registerClientRMI,register:client:rmi,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:Remote:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI,distributed:tags:server:remote:object:distributed:tags:rmi:distributed:tags:a:stand:alone:two:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:remote:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi,java.util.List,list,java.util.List,list,add,add
